,CODGEO,LIBGEO,TauxProprietaires,TauxChomage,NiveauVieMedian,MacronExpIns,MacronExpVote
321,77332,Nantouillet,79.59183673,5.128205128,25138,"72,22","93,53"
322,77333,Nemours,37.59915389,18.03580392,17677,"60,76","88,13"
323,77335,Chauconin-Neufmontiers,84.7960445,6.370494552,24268,"67,38","86,36"
324,77336,Neufmoutiers-en-Brie,75.6232687,7.614213198,25692,"68,36","85,69"
325,77337,Noisiel,51.39931741,15.5509517,19287,"64,76","90,89"
326,77338,Noisy-Rudignon,90.27777778,8.626198083,22959,"68,12","88,4"
327,77339,Noisy-sur-École,90.20887728,8.041958042,30512,,
328,77340,Nonville,93.03278689,8.75,25900,"70,85","87,5"
329,77341,Noyen-sur-Seine,82.1192053,12.5,21458,"74,44","90,83"
330,77342,Obsonville,68.75,10,23959,"58,59","81,69"
331,77343,Ocquerre,70.46979866,11.29707113,22939,"61,02","85,16"
332,77344,Oissery,86.59217877,8.515815085,24958,"69,51","89,3"
333,77345,Orly-sur-Morin,82.12927757,10.4519774,22855,"66,73","87,04"
334,77347,Les Ormes-sur-Voulzie,88.39285714,8.625336927,21839,"68,15","89,35"
335,77348,Ormesson,88,13.44537815,27558,"72,31","90,97"
336,77349,Othis,77.53036437,10.02027223,24813,"65,58","87,1"
337,77350,Ozoir-la-Ferrière,68.31695967,9.858340561,25322,"65,29","89,4"
338,77352,Ozouer-le-Voulgis,86.8852459,7.396149949,26054,"65,34","88,07"
339,77353,Paley,89.01098901,9.547738693,25357,"73,32","86,9"
340,77354,Pamfou,92.62536873,5.984555985,23844,"69,69","88,64"
341,77355,Paroy,92.10526316,10,24010,"77,55","87,02"
342,77356,Passy-sur-Seine,90.90909091,12,,"60,38","74,42"
343,77357,Pécy,81.21019108,7.75862069,23288,"66,01","86,58"
344,77358,Penchard,82.91457286,8.865248227,25320,"68,31","87,26"
345,77359,Perthes,81.40703518,7.983193277,27158,"72,24","88,82"
346,77360,Pézarches,88.57142857,9.047619048,24488,"70,32","88,44"
347,77361,Pierre-Levée,80.55555556,6.976744186,24369,"70,06","89,31"
348,77363,Le Pin,80.2238806,6.605019815,25463,"68,02","86,76"
349,77364,Le Plessis-aux-Bois,75.53191489,7.647058824,22720,"57,89","85,44"
350,77365,Le Plessis-Feu-Aussoux,87.43718593,4.682274247,25747,"75,54","90,55"
351,77366,Le Plessis-l'Évêque,86.40776699,6.707317073,25045,,
352,77367,Le Plessis-Placy,65.97938144,12.5,21943,"70,98","87,26"
353,77368,Poigny,73.19587629,9.489051095,20819,"72,83",90
354,77369,Poincy,86.69354839,9.116809117,26481,"71,9","89,02"
355,77370,Poligny,88.4180791,8,23984,"62,67","85,29"
356,77371,Pommeuse,83.01544051,9.866666667,23270,"63,26","87,52"
357,77372,Pomponne,57.81637717,10.32289628,25351,"66,19","87,84"
358,77373,Pontault-Combault,60.67719152,10.40712468,22717,"64,12","89,75"
359,77374,Pontcarré,82.33918129,6.349206349,26130,"68,12","88,24"
360,77376,Précy-sur-Marne,68.53146853,8.558558559,25265,"71,46","88,45"
361,77377,Presles-en-Brie,78.37514934,7.996702391,25632,"66,19","85,79"
362,77378,Pringy,72.31270358,8.600682594,25129,"66,94","88,03"
363,77379,Provins,30.66938624,22.33560091,17595,"58,47","88,51"
364,77380,Puisieux,72.64957265,13.52941176,25176,"73,5","91,98"
365,77381,Quiers,94.80519481,7.8125,24334,"73,32","87,8"
366,77382,Quincy-Voisins,80.45040728,7.199424046,25534,"64,26","86,32"
367,77383,Rampillon,85.3820598,8.037825059,23672,"72,81","89,65"
368,77384,Réau,74.38752784,8.477237049,24180,"65,74","88,04"
369,77385,Rebais,59.9537037,14.59353575,19521,"67,02","89,09"
370,77386,Recloses,84.09893993,10.08902077,27187,"70,98","91,24"
371,77387,Remauville,84.53038674,10.20408163,23430,"63,35","85,77"
372,77388,Reuil-en-Brie,89.64401294,9.911894273,23748,"69,46","89,02"
373,77389,La Rochette,59.17044718,11.51586369,26455,"69,05","86,25"
374,77390,Roissy-en-Brie,63.75308642,11.68527655,22202,"66,49","89,59"
375,77391,Rouilly,91.09947644,10.34482759,22133,"65,58",85
376,77392,Rouvres,89.0459364,5.394190871,26029,"72,29","88,86"
377,77393,Rozay-en-Brie,60.85814361,9.05141202,23319,"64,77","88,4"
378,77394,Rubelles,74.2014742,11.9047619,27006,"67,7","86,07"
379,77395,Rumont,94.54545455,6.25,23441,"68,63","85,37"
380,77396,Rupéreux,82.92682927,9.433962264,23950,"67,11","86,44"
381,77397,Saâcy-sur-Marne,77.41496599,13.07420495,21524,"63,74","85,1"
382,77398,Sablonnières,85.5704698,12.05882353,21505,"69,63","93,26"
383,77400,Saint-Augustin,88.33087149,7.719714964,24853,"68,53","90,27"
384,77401,Sainte-Aulde,90.03690037,10.6442577,23866,"71,26","87,59"
385,77402,Saint-Barthélemy,88.05970149,6.951871658,20280,"71,76","88,26"
386,77403,Saint-Brice,80.25477707,11.56069364,22807,"63,85","84,47"
387,77404,Sainte-Colombe,83.21479374,12.52955083,20726,"70,45","89,09"
388,77405,Saint-Cyr-sur-Morin,84.48043185,11.41692151,23129,"64,09","85,96"
389,77406,Saint-Denis-lès-Rebais,92.67605634,10.59063136,24226,"68,51","85,55"
390,77407,Saint-Fargeau-Ponthierry,64.30490262,9.64924442,23451,"64,2","87,5"
391,77408,Saint-Fiacre,86.82634731,6.12244898,27062,"65,41","84,51"
392,77409,Saint-Germain-Laval,73.8625363,13.4155744,21211,"65,33","87,64"
393,77410,Saint-Germain-Laxis,85.11450382,9.004739336,25611,"71,57","89,74"
394,77411,Saint-Germain-sous-Doue,95.02762431,8.389261745,22751,"71,18","89,87"
395,77412,Saint-Germain-sur-École,87.05035971,7.103825137,25455,,
396,77413,Saint-Germain-sur-Morin,81.73784978,7.054388799,25630,"66,8","87,95"
397,77414,Saint-Hilliers,83.70786517,16.2055336,21755,"63,71","86,22"
398,77415,Saint-Jean-les-Deux-Jumeaux,78.85835095,10.22900763,23804,"65,56","88,19"
399,77416,Saint-Just-en-Brie,92.04545455,8.571428571,24816,"70,81","88,51"
400,77417,Saint-Léger,72.52747253,10.60606061,23753,"62,99","84,35"
401,77418,Saint-Loup-de-Naud,80.65395095,11.80555556,21310,"68,6","88,1"
402,77419,Saint-Mammès,74.11504425,11.40776699,22576,"64,12","86,89"
403,77420,Saint-Mard,80.04322767,9.186746988,24674,"61,65","88,68"
404,77421,Saint-Mars-Vieux-Maisons,90.56603774,7.594936709,21813,"69,87","89,39"
405,77423,Saint-Martin-des-Champs,91.76029963,10.97560976,22097,"65,01","85,68"
406,77423,Saint-Martin-des-Champs,91.76029963,10.97560976,22097,"71,43","84,95"
407,77424,Saint-Martin-du-Boschet,91.50943396,7.692307692,20920,74,"89,16"
408,77425,Saint-Martin-en-Bière,84.96732026,11.11111111,30911,"71,26","87,78"
409,77426,Saint-Méry,86,4.14507772,26963,"73,05","87,29"
410,77427,Saint-Mesmes,86.12440191,6.358381503,25467,"74,5","90,12"
411,77428,Saint-Ouen-en-Brie,97.02970297,5.473684211,25664,"69,35","89,09"
412,77429,Saint-Ouen-sur-Morin,94.08866995,8.148148148,23837,"68,21","88,55"
413,77430,Saint-Pathus,89.39469735,9.00729464,24892,"65,82","88,41"
414,77431,Saint-Pierre-lès-Nemours,79.02588855,12.62095078,22457,"66,61","88,57"
415,77432,Saint-Rémy-la-Vanne,82.63157895,10.6918239,22920,"67,33","88,41"
416,77433,Beautheil-Saints,88.97243108,8.042635659,24237,,
417,77434,Saint-Sauveur-lès-Bray,87.57763975,8.641975309,22985,"67,27","86,45"
418,77435,Saint-Sauveur-sur-École,93.54120267,6.432748538,30182,,
419,77436,Saint-Siméon,88.85714286,9.635974304,23943,"68,29","88,78"
420,77437,Saint-Soupplets,69.56521739,10.31468531,23084,"67,93","88,24"
421,77438,Saint-Thibault-des-Vignes,69.18103448,10.88629239,24996,"64,68","89,21"
422,77439,Salins,90.14084507,9.018036072,22904,"65,77","85,5"
423,77440,Sammeron,81.31067961,11.05263158,23073,"67,21","86,36"
424,77441,Samois-sur-Seine,73.77622378,9.247311828,30710,"71,52","91,37"
425,77442,Samoreau,80,8.067375887,27854,"66,94","86,38"
426,77443,Sancy,97.6744186,6.467661692,24790,"68,5","89,05"
427,77444,Sancy-lès-Provins,86.44067797,12.85714286,21813,"70,47","87,32"
428,77445,Savigny-le-Temple,59.30905879,14.67438302,20248,"62,97","87,87"
429,77446,Savins,89.91935484,8.650519031,22415,"72,48","87,05"
430,77447,Seine-Port,80.70652174,7.209062822,31227,"70,34","87,7"
431,77448,Sept-Sorts,78.26086957,15.625,23401,"74,92","88,06"
432,77449,Serris,39.77613978,10.52020886,23639,"68,23","90,9"
433,77450,Servon,86.53198653,7.637655417,27958,"65,74","88,96"
434,77451,Signy-Signets,84.7107438,9.240924092,23705,"67,65","85,19"
435,77452,Sigy,75,11.11111111,,"78,69","87,27"
436,77453,Sivry-Courtry,89.06976744,7.221350078,25786,"70,85","84,33"
437,77454,Sognolles-en-Montois,92.25806452,10.72961373,22834,"74,03","88,72"
438,77455,Soignolles-en-Brie,88.32020997,9.716981132,25457,"68,72","88,45"
439,77456,Soisy-Bouy,90.9375,10.15625,22287,"70,04","87,98"
440,77457,Solers,84.17849899,6.485671192,24161,"70,36","88,58"
441,77458,Souppes-sur-Loing,59.20810313,20.49044057,19043,"60,4","88,39"
442,77459,Sourdun,75.71428571,9.662576687,20735,"70,72","87,19"
443,77460,Tancrou,80.14705882,7.446808511,23567,"76,37","88,73"
444,77461,Thénisy,89.56521739,7.333333333,23175,"69,36","86,24"
445,77462,Thieux,57.09876543,7.860262009,22428,"63,76","86,31"
446,77463,Thomery,83.47222222,7.559926245,27098,"69,14","88,6"
447,77464,Thorigny-sur-Marne,59.62701613,10.2320888,23538,"61,66","90,42"
448,77465,Thoury-Férottes,85.13011152,8.743169399,23672,"67,5","85,19"
449,77466,Tigeaux,89.87341772,8.737864078,26689,"70,11","83,7"
450,77467,La Tombe,89.58333333,15.83333333,21503,"74,44","95,04"
451,77468,Torcy,45.67114094,13.24387398,19509,"63,6","90,55"
452,77469,Touquin,84.61538462,9.984399376,24249,"67,85","87,6"
453,77470,Tournan-en-Brie,56.21921182,11.98600175,23347,"65,88","88,85"
454,77471,Tousson,88.38709677,11.96172249,24399,"67,41","85,54"
455,77472,La Trétoire,89.01098901,9.829059829,22043,"71,43","90,91"
456,77473,Treuzy-Levelay,85.34031414,3.982300885,25549,"69,21","89,42"
457,77474,Trilbardou,75.28957529,7.37704918,23634,"67,78","85,03"
458,77475,Trilport,75.67020738,10.07311129,24065,"69,24","88,66"
459,77476,Trocy-en-Multien,76.59574468,5.426356589,24106,"62,5","83,94"
460,77477,Ury,89.42857143,10.4368932,25202,"72,9","87,48"
461,77478,Ussy-sur-Marne,72.84263959,12.75797373,22288,"61,67","87,9"
462,77479,Vaires-sur-Marne,58.52861035,11.27713117,24047,"65,64","88,69"
463,77480,Valence-en-Brie,73.75415282,12.47165533,22153,"67,61",84
464,77481,Vanvillé,82.60869565,12.8440367,23408,"68,46","94,44"
465,77482,Varennes-sur-Seine,61.33144476,16.87458963,19836,"63,4","86,09"
466,77483,Varreddes,79.03225806,10.24590164,24084,"71,85","88,63"
467,77484,Vaucourtois,87.77777778,3.731343284,24551,"71,96","91,89"
468,77485,Le Vaudoué,90.67524116,9.971509972,26051,"68,38","85,74"
469,77486,Vaudoy-en-Brie,80.81761006,11.57024793,23155,"68,79","86,55"
470,77487,Vaux-le-Pénil,71.24405167,8.932461874,25173,"67,57","88,44"
471,77489,Vaux-sur-Lunain,94.11764706,14.70588235,23430,"58,16","78,1"
472,77490,Vendrest,78.98550725,10.91370558,21474,"69,61","88,09"
473,77492,Verdelot,79.72972973,12.53561254,22242,"65,31","86,49"
474,77493,Verneuil-l'Étang,64.45578231,10.65332549,22830,,
475,77494,Vernou-la-Celle-sur-Seine,87.25099602,10.57401813,24157,"65,12","88,42"
476,77495,Vert-Saint-Denis,76.80318956,10.71826281,24095,"65,61","87,67"
477,77496,Vieux-Champagne,97.18309859,7.446808511,23756,"73,15","88,62"
478,77498,Vignely,86.36363636,5,23508,"73,98","88,96"
479,77500,Villebéon,91.47727273,9.302325581,22022,"65,03","82,07"
480,77501,Villecerf,90,8.554572271,25310,"64,91","88,19"
481,77504,Villemaréchal,92,6.427221172,23603,"70,77","84,85"
482,77505,Villemareuil,90.51094891,9.589041096,25377,"71,32","85,46"
483,77506,Villemer,85.96491228,8.648648649,23756,"67,44","85,71"
484,77507,Villenauxe-la-Petite,82.7027027,11.16504854,19828,"67,64","84,98"
485,77508,Villeneuve-le-Comte,74.07912688,9.309623431,25898,"67,38","87,78"
486,77509,Villeneuve-les-Bordes,86.25,10.81871345,22991,"71,46","88,07"
487,77510,Villeneuve-Saint-Denis,70.98976109,7.178217822,27679,"70,68","88,89"
488,77511,Villeneuve-sous-Dammartin,49.60629921,10.8401084,21332,"70,39","92,09"
489,77512,Villeneuve-sur-Bellot,81.99566161,14.92537313,20432,"66,16","87,98"
490,77513,Villenoy,57.30569948,10.1509434,23119,"64,2","87,62"
491,77514,Villeparisis,56.68481549,12.25527394,20835,"61,36","89,57"
492,77515,Villeroy,86.93877551,8.333333333,24732,"71,7","88,6"
493,77516,Ville-Saint-Jacques,93.06930693,7.614213198,24187,"70,52","87,83"
494,77517,Villevaudé,85.90704648,7.988450433,25751,64,"91,59"
495,77518,Villiers-en-Bière,79.26829268,5.93220339,29864,"66,47","84,09"
496,77519,Villiers-Saint-Georges,73.96313364,14.28571429,19697,"68,59","85,43"
497,77520,Villiers-sous-Grez,90.40247678,8.059701493,26394,"70,98","89,83"
498,77521,Villiers-sur-Morin,85.75342466,8.713272543,25313,"68,21","88,38"
499,77522,Villiers-sur-Seine,91.73553719,13.38028169,20489,64,"84,21"
500,77523,Villuis,89.65517241,7.272727273,22081,"64,76","90,74"
501,77524,Vimpelles,88.5,12.17712177,22728,"66,67","86,9"
502,77525,Vinantes,80.74074074,11.57407407,25123,"62,4","88,14"
503,77526,Vincy-Manoeuvre,73.73737374,5.202312139,24443,"66,16","85,06"
504,77527,Voinsles,91.1627907,10.28037383,24597,"69,71","87,35"
505,77528,Voisenon,91.76755448,5.871559633,26696,"72,95","90,55"
506,77529,Voulangis,87.99313894,8.355091384,26591,"69,1","86,1"
507,77530,Voulton,90.16393443,11.19402985,23693,"73,56","87,27"
508,77531,Voulx,76.9123783,11.33757962,21013,"65,88","86,27"
509,77532,Vulaines-lès-Provins,53.57142857,5.128205128,,"74,58",88
510,77533,Vulaines-sur-Seine,89.73843058,8.857615894,28307,"69,27","87,12"
511,77534,Yèbles,86.2295082,6.23655914,25294,"73,48","88,21"
512,78003,Ablis,82.52427184,7.546115148,24864,"69,93","88,11"
513,78005,Achères,39.64700308,13.35507837,21431,"64,01","89,2"
514,78006,Adainville,90.25974026,7.65171504,27306,"70,77","88,78"
515,78007,Aigremont,84.67532468,7.37527115,38599,"74,97","92,09"
516,78009,Allainville,88.28828829,10.65088757,23660,"75,8","89,25"
517,78010,Les Alluets-le-Roi,91.18942731,7.454545455,33469,"76,73","89,88"
518,78013,Andelu,86.22754491,6.140350877,28186,"77,95","88,07"
519,78015,Andrésy,70.42520881,8.828996283,27557,"67,21","89,11"
520,78020,Arnouville-lès-Mantes,82.55813953,6.790123457,28102,"75,74","91,64"
521,78029,Aubergenville,51.33007023,13.6559325,20832,"63,87","89,02"
522,78030,Auffargis,81.03864734,5.760869565,30030,"71,19","89,37"
523,78031,Auffreville-Brasseuil,84.82490272,7.384615385,27853,"66,82","83,29"
524,78033,Aulnay-sur-Mauldre,88.15789474,8.376068376,27524,"76,12","90,32"
525,78034,Auteuil,94.58689459,5.773195876,30357,"74,34","90,69"
526,78036,Autouillet,86.66666667,6.986899563,32926,"74,2","88,01"
527,78043,Bailly,80.6984127,7.242848448,35650,"66,84","89,19"
528,78048,Bazainville,88.80597015,4.427083333,28476,"73,09","89,69"
529,78049,Bazemont,90.95315024,6.509695291,31854,"70,21","89,89"
530,78050,Bazoches-sur-Guyonne,88.74458874,8.305647841,34769,"71,17","86,14"
531,78053,Béhoust,88,5.288461538,30737,"75,98","85,59"
532,78057,Bennecourt,85.40540541,9.425785482,24102,"68,89","87,09"
533,78062,Beynes,78.58336118,6.517259145,27884,"68,45","87,93"
534,78068,Blaru,87.7245509,10.61320755,24258,"71,82","88,09"
535,78070,Boinville-en-Mantois,78.68852459,3.289473684,26892,"73,53","87,06"
536,78071,Boinville-le-Gaillard,91.11111111,4.87012987,24913,"72,46","93,04"
537,78072,Boinvilliers,89.56521739,7.096774194,30345,"70,4","85,79"
538,78073,Bois-d'Arcy,61.58240997,7.292506044,25497,"68,6","89,42"
539,78076,Boissets,81.65137615,12.5,26109,"57,96","80,23"
540,78077,La Boissière-École,78.37837838,8.831168831,25017,,
541,78082,Boissy-Mauvoisin,72.83950617,11.40939597,24047,"76,53","89,81"
542,78084,Boissy-sans-Avoir,86.00823045,5.325443787,28390,"74,32","85,83"
543,78087,Bonnelles,79.50713359,7.407407407,28218,"77,65","91,56"
544,78089,Bonnières-sur-Seine,46.28937533,14.88616462,19959,"63,74","88,67"
545,78090,Bouafle,76.12456747,10.73080481,26103,"68,03","90,33"
546,78092,Bougival,63.61358575,9.530418691,30528,"69,28","91,76"
547,78096,Bourdonné,80.75117371,8.064516129,30123,"67,8","87,67"
548,78104,Breuil-Bois-Robert,79.77941176,9.705882353,26672,"72,04","86,31"
549,78107,Bréval,80.15665796,7.865168539,25335,"74,74","89,37"
550,78108,Les Bréviaires,74.4014733,8.268330733,28471,"71,54","88,37"
551,78113,Brueil-en-Vexin,83.01158301,7.180851064,25593,"71,27","87,84"
552,78117,Buc,66.54072208,7.027406887,33116,"75,32","91,92"
553,78118,Buchelay,67.13164778,12.77705346,22078,"66,67","87,76"
554,78120,Bullion,87.10601719,7.374301676,30346,"74,15","89,33"
555,78123,Carrières-sous-Poissy,37.76714514,14.4966443,20035,61,"90,97"
556,78124,Carrières-sur-Seine,64.90245971,9.106152457,29277,"71,8","91,48"
557,78125,La Celle-les-Bordes,90.03021148,8.495145631,33338,"75,4","88,51"
558,78126,La Celle-Saint-Cloud,53.61310857,9.775756949,27949,"68,01","91,04"
559,78128,Cernay-la-Ville,84.6749226,6.010928962,31847,75,"89,24"
560,78133,Chambourcy,62.05376818,10.62745098,31110,"68,08","88,84"
561,78138,Chanteloup-les-Vignes,42.07730894,19.55364455,17594,"62,11","92,01"
562,78140,Chapet,92.12765957,7.5,31657,"71,79","88,5"
563,78143,Châteaufort,84.55598456,6.789250354,34954,"77,28","92,09"
564,78146,Chatou,59.79653646,8.548460885,30498,"70,27","91,06"
565,78147,Chaufour-lès-Bonnières,90.75144509,9.210526316,25795,"73,86","86,26"
566,78152,Chavenay,85.73573574,7.525510204,38571,"72,73","87,97"
567,78158,Le Chesnay-Rocquencourt,59.18700292,7.978905554,31483,,
568,78160,Chevreuse,64.44826106,6.528081692,30295,"72,15","90,09"
569,78162,Choisel,81.46341463,12.14574899,32643,"74,94","88,98"
570,78163,Civry-la-Forêt,84.09090909,8.522727273,26952,"68,68","83,55"
571,78164,Clairefontaine-en-Yvelines,69.83606557,9.382716049,32815,"72,7","88,76"
572,78165,Les Clayes-sous-Bois,66.33580316,10.31938199,23903,"68,65","89,35"
573,78168,Coignières,50.46296296,11.91634241,22116,"68,27","90,61"
574,78171,Condé-sur-Vesgre,87.13968958,8.631921824,28468,"70,35","87,68"
575,78172,Conflans-Sainte-Honorine,63.16804801,8.877330372,24430,"67,72","89,78"
576,78185,Courgent,90.12345679,9.356725146,30735,"72,35","91,11"
577,78188,Cravent,90.06622517,9.90990991,24563,"75,08","93,98"
578,78189,Crespières,85.69078947,6.944444444,34105,"71,6","89,93"
579,78190,Croissy-sur-Seine,68.31560722,6.400701447,37318,"73,73","90,73"
580,78192,Dammartin-en-Serve,81.40589569,9.380234506,24263,"70,37","87,45"
581,78193,Dampierre-en-Yvelines,77.77777778,8.076923077,32817,"74,47","91,72"
582,78194,Dannemarie,78.02197802,10.20408163,30899,"72,68","89,26"
583,78196,Davron,81.81818182,10.06289308,35643,"74,56","87,63"
584,78202,Drocourt,82.21153846,7.5,24444,"74,65","89,04"
585,78206,Ecquevilly,68.70415648,9.496944053,24831,"64,82","88,94"
586,78208,Élancourt,62.80165369,9.939056504,24134,,
587,78209,Émancé,86.76470588,6.338028169,28775,,
588,78217,Épône,69.13912375,9.028683181,24454,,
589,78220,Les Essarts-le-Roi,69.28466077,8.340834083,26897,"69,93","90,04"
590,78224,L'Étang-la-Ville,83.41597796,8.270676692,38836,,
591,78227,Évecquemont,82.75862069,9.62962963,28036,,
592,78230,La Falaise,86.08695652,6.730769231,27173,"73,86","85,56"
593,78231,Favrieux,86.20689655,9.523809524,27112,"68,55","87,63"
594,78233,Feucherolles,89.6749522,9.069585614,39018,"76,84","91,5"
595,78234,Flacourt,93.33333333,7.692307692,25909,"66,67","82,88"
596,78236,Flexanville,88.10572687,8.282208589,29179,"73,81","87,75"
597,78237,Flins-Neuve-Église,96.61016949,9.090909091,24705,,
598,78238,Flins-sur-Seine,72.75449102,9.741881765,24759,"69,06","89,66"
599,78239,Follainville-Dennemont,67.53246753,11.29343629,23128,"71,11","88,6"
600,78242,Fontenay-le-Fleury,54.55002514,11.73741917,24243,"68,2","89,79"
601,78245,Fontenay-Mauvoisin,96.45390071,6.179775281,29272,"76,57","91,78"
602,78246,Fontenay-Saint-Père,84.49612403,8.253358925,26183,"72,22","88,41"
603,78255,Freneuse,70.70524412,13.0859375,21295,"64,92","88,82"
604,78261,Gaillon-sur-Montcient,76.64233577,8.635097493,27481,"72,9","88,63"
605,78262,Galluis,80.35320088,7.284768212,28397,"72,12","90,62"
606,78263,Gambais,90.46087889,5.71192053,29591,"71,99",89
607,78264,Gambaiseuil,79.16666667,4.166666667,,"73,68",84
608,78265,Garancières,80.14403292,6.010016694,28128,"73,21","88,6"
609,78267,Gargenville,73.07274701,10.03411029,23203,"62,18","87,39"
610,78269,Gazeran,80.93220339,7.382550336,29740,71,"86,72"
611,78276,Gommecourt,86.18181818,10.90909091,23354,"72,89","87,05"
612,78278,Goupillières,85.18518519,7.509881423,29539,"75,13","92,65"
613,78281,Goussonville,88.03418803,5.705705706,27172,"64,66","83,16"
614,78283,Grandchamp,89.65517241,8,25894,"70,18","80,1"
615,78285,Gressey,90,5.054151625,28836,"74,32",88
616,78289,Grosrouvre,81.25,7.729468599,34423,"78,5","92,63"
617,78290,Guernes,83.90804598,8.950086059,24205,"69,92","86,86"
618,78291,Guerville,77.50865052,7.155963303,24968,"67,71","86,35"
619,78296,Guitrancourt,84.03361345,7.8125,25836,"66,73","85,24"
620,78297,Guyancourt,39.10222222,10.18083532,23318,"68,51","90,56"
621,78299,Hardricourt,73.91304348,8.928571429,24472,"68,53","89,66"
622,78300,Hargeville,90.18404908,5.882352941,30398,72,"88,39"
623,78302,La Hauteville,80.51948052,5.063291139,28902,"70,92","89,1"
624,78305,Herbeville,80,9.322033898,34929,"70,85","83,16"
625,78307,Hermeray,86.30136986,4.739336493,28501,"71,82","85,74"
626,78310,Houdan,46.10742305,11.53427639,22201,"68,71","88,99"
627,78311,Houilles,63.6660094,9.479597871,27514,"70,73","91,12"
628,78314,Issou,83.00068823,8.890925756,23177,"72,82","90,04"
629,78317,Jambville,86.92579505,6.947890819,26389,"69,31","85,91"
630,78320,Notre-Dame-de-la-Mer,79.92125984,10.36585366,24302,,
631,78321,Jouars-Pontchartrain,82.37288136,6.992481203,31233,"69,83","88,38"
632,78322,Jouy-en-Josas,61.42949131,9.023005677,33588,"74,64","91,28"
633,78324,Jouy-Mauvoisin,92.01877934,11.67315175,25853,"71,29","87,72"
634,78325,Jumeauville,86.66666667,5.78778135,27716,"69,53","90,25"
635,78327,Juziers,76.29678267,10.71055381,23947,"68,25","87,89"
636,78329,Lainville-en-Vexin,90.63545151,6.699751861,27403,"75,57","90,43"
637,78334,Lévis-Saint-Nom,92.38095238,6.135770235,31539,"73,47","90,61"
638,78335,Limay,52.1274848,17.482785,18741,"64,69","89,03"
639,78337,Limetz-Villez,83.87942333,10.06289308,23506,"69,51","89,3"
640,78343,Les Loges-en-Josas,78.38827839,6.285714286,37659,"72,3","88,41"
641,78344,Lommoye,93.22033898,7.142857143,25632,"69,13","89,02"
